Wnorm,WLN,gamma,r,nmean,Ndim,xbound,xcount,ybound,ycount
1.0000195504775242,1.0049412561305189,1.9212121212121211,0.05,12.361236910816542,200,"[-3, 99]",200,"[-6, 99]",200
1.0000219600045235,1.0138339501285545,1.9409090909090907,0.05,12.540806007957002,200,"[-3, 100]",200,"[-6, 100]",200
1.0000245738015778,1.0203284125553422,1.9606060606060605,0.05,12.71962193397806,200,"[-3, 101]",200,"[-6, 101]",200
1.0000273719472788,1.0253762517506824,1.9803030303030302,0.05,12.898025944646752,200,"[-3, 102]",200,"[-6, 102]",200
1.0000302446360132,1.0269911035551291,2.0,0.05,13.076343772165648,200,"[-3, 103]",200,"[-6, 103]",200
0.9999790645972962,0.00026190450849285506,0.05,0.0696969696969697,0.016015922306046478,200,"[-4, 5]",200,"[-3, 4]",200
0.9999997714050608,0.003022340972283941,0.0696969696969697,0.0696969696969697,0.026531481853814834,200,"[-4, 6]",200,"[-4, 5]",200
0.999999603453029,0.010198332222541462,0.08939393939393939,0.0696969696969697,0.04050785846793614,200,"[-4, 7]",200,"[-4, 6]",200
0.999999344901955,0.021695947852477995,0.10909090909090909,0.0696969696969697,0.05794505214841308,200,"[-4, 8]",200,"[-4, 7]",200
0.9999989768862158,0.03651753435790863,0.12878787878787878,0.0696969696969697,0.07884306289524488,200,"[-4, 9]",200,"[-4, 8]",200
0.9999984827384067,0.05358512695838227,0.1484848484848485,0.0696969696969697,0.10320189070842344,200,"[-4, 10]",200,"[-4, 9]",200
0.9999978479594195,0.07215745546682999,0.16818181818181815,0.0696969696969697,0.13102153558794072,200,"[-4, 11]",200,"[-4, 10]",200
0.9999970600748835,0.09164685083757661,0.18787878787878787,0.0696969696969697,0.16230199753334934,200,"[-4, 12]",200,"[-4, 11]",200
0.999996108418911,0.11155364937234091,0.20757575757575758,0.0696969696969697,0.1970432765377836,200,"[-4, 13]",200,"[-4, 12]",200
0.9999949839359447,0.1317432735677189,0.22727272727272724,0.0696969696969697,0.2352453725391637,200,"[-4, 14]",200,"[-4, 13]",200
0.999993679086739,0.15178987936314842,0.24696969696969695,0.0696969696969697,0.27690828514855303,200,"[-4, 15]",200,"[-4, 14]",200
0.9999921878683159,0.17173466956115624,0.26666666666666666,0.0696969696969697,0.3220320124894452,200,"[-4, 16]",200,"[-4, 15]",200
0.9999905058643769,0.19145906888131853,0.2863636363636363,0.0696969696969697,0.3706165476606148,200,"[-4, 17]",200,"[-4, 16]",200
0.9999886301973179,0.21084396351151058,0.30606060606060603,0.0696969696969697,0.4226618707933432,200,"[-4, 18]",200,"[-4, 17]",200
0.9999865592942097,0.22992497090126157,0.32575757575757575,0.0696969696969697,0.47816792357238774,200,"[-4, 19]",200,"[-4, 18]",200
0.9999842924900701,0.2484193495939774,0.3454545454545454,0.0696969696969697,0.5371345924690956,200,"[-4, 20]",200,"[-4, 19]",200
0.9999818296074705,0.2668661400569611,0.3651515151515151,0.0696969696969697,0.5995615895089442,200,"[-4, 21]",200,"[-4, 20]",200
0.999979170754056,0.2848937214772884,0.38484848484848483,0.0696969696969697,0.6654485037916075,200,"[-4, 22]",200,"[-4, 21]",200
0.9999763168564547,0.3017557992572805,0.4045454545454545,0.0696969696969697,0.7347943284638028,200,"[-4, 23]",200,"[-4, 22]",200
0.9999989883046387,0.31935115918740953,0.4242424242424242,0.0696969696969697,0.8075979034310142,200,"[-4, 24]",200,"[-5, 23]",200
0.9999988217595996,0.3363906329627679,0.4439393939393939,0.0696969696969697,0.8838570221315971,200,"[-4, 25]",200,"[-5, 24]",200
0.9999986109156803,0.352660325477083,0.46363636363636357,0.0696969696969697,0.9635678773376872,200,"[-4, 26]",200,"[-5, 25]",200
0.9999983929885331,0.3685559068056466,0.4833333333333333,0.0696969696969697,1.0467274103502613,200,"[-4, 27]",200,"[-5, 26]",200
0.9999981483926058,0.384988631434899,0.503030303030303,0.0696969696969697,1.133328991281006,200,"[-4, 28]",200,"[-5, 27]",200
0.9999978842558017,0.3995730159067016,0.5227272727272727,0.0696969696969697,1.223361913196705,200,"[-4, 29]",200,"[-5, 28]",200
0.999997591016605,0.41470812839273735,0.5424242424242424,0.0696969696969697,1.316818917724368,200,"[-4, 30]",200,"[-5, 29]",200
0.9999972826203842,0.429266015186154,0.5621212121212121,0.0696969696969697,1.4136905263898325,200,"[-4, 31]",200,"[-5, 30]",200
0.9999969323616877,0.44387982205821136,0.5818181818181818,0.0696969696969697,1.513954583985132,200,"[-4, 32]",200,"[-5, 31]",200
0.9999965535460837,0.4577367110105969,0.6015151515151516,0.0696969696969697,1.6175862608478586,200,"[-4, 33]",200,"[-5, 32]",200
0.9999961634069374,0.4727717204017954,0.6212121212121212,0.0696969696969697,1.7245719733905538,200,"[-4, 34]",200,"[-5, 33]",200
0.9999957281842576,0.48540655439858915,0.6409090909090909,0.0696969696969697,1.8348972349524253,200,"[-4, 35]",200,"[-5, 34]",200
0.9999952808844509,0.4981401244069628,0.6606060606060606,0.0696969696969697,1.948525207557479,200,"[-4, 36]",200,"[-5, 35]",200
0.9999947995712735,0.5111456639365057,0.6803030303030303,0.0696969696969697,2.065401219997598,200,"[-4, 37]",200,"[-5, 36]",200
0.9999942800509658,0.5238228815163151,0.7,0.0696969696969697,2.1854818353339653,200,"[-4, 38]",200,"[-5, 37]",200
0.9999937270964595,0.5368748822535419,0.7196969696969697,0.0696969696969697,2.3087481521627464,200,"[-4, 39]",200,"[-5, 38]",200
0.9999931619372954,0.5491545461810232,0.7393939393939394,0.0696969696969697,2.4351821132581026,200,"[-4, 40]",200,"[-5, 39]",200
0.99999256198215,0.5610176092750767,0.759090909090909,0.0696969696969697,2.5647352939908084,200,"[-4, 41]",200,"[-5, 40]",200
0.9999919375350212,0.5737832294790128,0.7787878787878788,0.0696969696969697,2.6973213463954058,200,"[-4, 42]",200,"[-5, 41]",200
0.9999912474006597,0.5849696048461777,0.7984848484848485,0.0696969696969697,2.832841332208934,200,"[-4, 43]",200,"[-5, 42]",200
0.9999905528789956,0.5965757463737028,0.8181818181818181,0.0696969696969697,2.9712281135501293,200,"[-4, 44]",200,"[-5, 43]",200
0.9999898340835286,0.6069615156687413,0.8378787878787879,0.0696969696969697,3.112457587056863,200,"[-4, 45]",200,"[-5, 44]",200
0.9999890656482614,0.6162211989623727,0.8575757575757575,0.0696969696969697,3.256516207925376,200,"[-4, 46]",200,"[-5, 45]",200
0.9999882683281806,0.6289818758244705,0.8772727272727272,0.0696969696969697,3.4033680475594625,200,"[-4, 47]",200,"[-5, 46]",200
0.9999874573846689,0.6398063898401555,0.896969696969697,0.0696969696969697,3.5529336481878286,200,"[-4, 48]",200,"[-5, 47]",200
0.999986593761158,0.6518956344554205,0.9166666666666666,0.0696969696969697,3.7050838616777444,200,"[-4, 49]",200,"[-5, 48]",200
0.9999856951899352,0.6606450389261544,0.9363636363636363,0.0696969696969697,3.859658567641145,200,"[-4, 50]",200,"[-5, 49]",200
0.9999847630176955,0.6709860091181318,0.956060606060606,0.0696969696969697,4.016530118939445,200,"[-4, 51]",200,"[-5, 50]",200
0.9999838127795257,0.6809050112249899,0.9757575757575757,0.0696969696969697,4.175649537051921,200,"[-4, 52]",200,"[-5, 51]",200
0.9999828313972464,0.6896423628994707,0.9954545454545454,0.0696969696969697,4.3370092919856935,200,"[-4, 53]",200,"[-5, 52]",200
0.9999818205766077,0.70101787552864,1.0151515151515151,0.0696969696969697,4.500595614338611,200,"[-4, 54]",200,"[-5, 53]",200
0.9999807679227718,0.7104588125896936,1.0348484848484847,0.0696969696969697,4.666381646830859,200,"[-4, 55]",200,"[-5, 54]",200
0.9999796939166182,0.7199050370179341,1.0545454545454545,0.0696969696969697,4.834321293016009,200,"[-4, 56]",200,"[-5, 55]",200
0.9999785830430062,0.7281910632528104,1.0742424242424242,0.0696969696969697,5.00432872717115,200,"[-4, 57]",200,"[-5, 56]",200
0.9999774581279101,0.7383110922728042,1.093939393939394,0.0696969696969697,5.176249161674922,200,"[-4, 58]",200,"[-5, 57]",200
0.9999762500319729,0.7463278257860022,1.1136363636363635,0.0696969696969697,5.349852413370591,200,"[-4, 59]",200,"[-5, 58]",200
0.9999750572967226,0.7550606576672452,1.1333333333333333,0.0696969696969697,5.524910149224683,200,"[-4, 60]",200,"[-5, 59]",200
0.9999977407279527,0.768537495283092,1.153030303030303,0.0696969696969697,5.7013140868821175,200,"[-4, 61]",200,"[-6, 60]",200
0.9999976087007955,0.7771439720876929,1.1727272727272726,0.0696969696969697,5.879079604219841,200,"[-4, 62]",200,"[-6, 61]",200
0.9999974756087474,0.7843473531644178,1.1924242424242424,0.0696969696969697,6.058240159211543,200,"[-4, 63]",200,"[-6, 62]",200
0.9999972728026767,0.7898917494603042,1.2121212121212122,0.0696969696969697,6.238766243934911,200,"[-4, 64]",200,"[-6, 63]",200
0.9999971432753836,0.7998190070730975,1.2318181818181817,0.0696969696969697,6.420602338945347,200,"[-4, 65]",200,"[-6, 64]",200
0.9999969914505197,0.8087296359222151,1.2515151515151515,0.0696969696969697,6.603725379556108,200,"[-4, 66]",200,"[-6, 65]",200
0.9999967711144625,0.814644414176371,1.2712121212121212,0.0696969696969697,6.788146659690027,200,"[-4, 67]",200,"[-6, 66]",200
0.9999966055328896,0.8235088549483774,1.2909090909090908,0.0696969696969697,6.973884411389201,200,"[-4, 68]",200,"[-6, 67]",200
0.9999964343797213,0.8357945179907766,1.3106060606060606,0.0696969696969697,7.160897788033063,200,"[-4, 69]",200,"[-6, 68]",200
0.9999961880574915,0.8394769205106961,1.3303030303030303,0.0696969696969697,7.3490124911591534,200,"[-4, 70]",200,"[-6, 69]",200
0.9999960289500031,0.8484393615511914,1.3499999999999999,0.0696969696969697,7.537913084123173,200,"[-4, 71]",200,"[-6, 70]",200
0.9999958265221651,0.8558038790511195,1.3696969696969696,0.0696969696969697,7.727221109852225,200,"[-4, 72]",200,"[-6, 71]",200
0.9999956101283222,0.8649396718115986,1.3893939393939394,0.0696969696969697,7.916675872593458,200,"[-4, 73]",200,"[-6, 72]",200
0.9999953613390099,0.8735604829478633,1.409090909090909,0.0696969696969697,8.10628175929366,200,"[-4, 74]",200,"[-6, 73]",200
0.999995131268818,0.8766081195303477,1.4287878787878787,0.0696969696969697,8.296217374487274,200,"[-4, 75]",200,"[-6, 74]",200
0.9999948972568926,0.8852983165920029,1.4484848484848485,0.0696969696969697,8.48664696156042,200,"[-4, 76]",200,"[-6, 75]",200
0.999994657245396,0.8915413949110347,1.468181818181818,0.0696969696969697,8.677601055965031,200,"[-4, 77]",200,"[-6, 76]",200
0.9999944270473797,0.9044488583736333,1.4878787878787878,0.0696969696969697,8.8689337763097,200,"[-4, 78]",200,"[-6, 77]",200
0.999994244604541,0.9107865629359713,1.5075757575757576,0.0696969696969697,9.060433354928927,200,"[-4, 79]",200,"[-6, 78]",200
0.9999939953438239,0.9126551413513003,1.5272727272727271,0.0696969696969697,9.252002984355405,200,"[-4, 80]",200,"[-6, 79]",200
0.9999937224327076,0.9211571684755712,1.5469696969696969,0.0696969696969697,9.443702512662137,200,"[-4, 81]",200,"[-6, 80]",200
0.999993361038417,0.9294319936873435,1.5666666666666667,0.0696969696969697,9.635679078172116,200,"[-4, 82]",200,"[-6, 81]",200
0.9999930250380069,0.9332212853772102,1.5863636363636362,0.0696969696969697,9.82812352824725,200,"[-4, 83]",200,"[-6, 82]",200
0.9999926603939117,0.9380099552657786,1.606060606060606,0.0696969696969697,10.021230763175023,200,"[-4, 84]",200,"[-6, 83]",200
0.9999923543027969,0.9468884670210663,1.6257575757575757,0.0696969696969697,10.215076368339998,200,"[-4, 85]",200,"[-6, 84]",200
0.9999920839903148,0.955909562049407,1.6454545454545453,0.0696969696969697,10.409488632818478,200,"[-4, 86]",200,"[-6, 85]",200
0.9999919138998,0.9579190294561979,1.665151515151515,0.0696969696969697,10.604052362877706,200,"[-4, 87]",200,"[-6, 86]",200
0.9999917845555196,0.9729142798032925,1.6848484848484848,0.0696969696969697,10.798244713155032,200,"[-4, 88]",200,"[-6, 87]",200
0.999991655594201,0.9678906858683263,1.7045454545454544,0.0696969696969697,10.99154101047173,200,"[-4, 89]",200,"[-6, 88]",200
0.999991403530847,0.9878462580887074,1.7242424242424241,0.0696969696969697,11.183536227757129,200,"[-4, 90]",200,"[-6, 89]",200
0.9999910009160868,0.9871895311773687,1.743939393939394,0.0696969696969697,11.374165863531756,200,"[-4, 91]",200,"[-6, 90]",200
0.9999904006551971,0.9836723139427035,1.7636363636363634,0.0696969696969697,11.563795827229075,200,"[-4, 92]",200,"[-6, 91]",200
0.9999897699400906,0.9977380821873573,1.7833333333333332,0.0696969696969697,11.753004554448063,200,"[-4, 93]",200,"[-6, 92]",200
0.9999890837918433,1.0142808904563267,1.803030303030303,0.0696969696969697,11.942209212412342,200,"[-4, 94]",200,"[-6, 93]",200
0.9999884471746643,1.0102961886233084,1.8227272727272725,0.0696969696969697,12.131534698843014,200,"[-4, 95]",200,"[-6, 94]",200
0.9999879648088515,1.0131466632123818,1.8424242424242423,0.0696969696969697,12.32089493284673,200,"[-4, 96]",200,"[-6, 95]",200
0.9999877274946875,1.0192127198545786,1.862121212121212,0.0696969696969697,12.510002675979052,200,"[-4, 97]",200,"[-6, 96]",200
0.9999877032891424,1.0360464877818276,1.8818181818181816,0.0696969696969697,12.698394325504864,200,"[-4, 98]",200,"[-6, 97]",200
0.9999879424249474,1.0332731044252985,1.9015151515151514,0.0696969696969697,12.885575230566873,200,"[-4, 99]",200,"[-6, 98]",200
0.9999882258127718,1.0489374826534172,1.9212121212121211,0.0696969696969697,13.071273988513951,200,"[-4, 100]",200,"[-6, 99]",200
0.9999884388487555,1.0482255661009863,1.9409090909090907,0.0696969696969697,13.255604481841074,200,"[-4, 101]",200,"[-6, 100]",200
0.9999884134718563,1.0500259542783061,1.9606060606060605,0.0696969696969697,13.438943639236753,200,"[-4, 102]",200,"[-6, 101]",200
0.9999880677562918,1.0601943651090229,1.9803030303030302,0.0696969696969697,13.621716911301613,200,"[-4, 103]",200,"[-6, 102]",200
0.9999872543740508,1.0577282332448783,2.0,0.0696969696969697,13.804323309786911,200,"[-4, 104]",200,"[-6, 103]",200
0.9999833251386118,0.00045470389328647424,0.05,0.08939393939393939,0.020077020269434084,200,"[-4, 5]",200,"[-3, 4]",200
0.9999997620114695,0.004173560072780106,0.0696969696969697,0.08939393939393939,0.031454590581024185,200,"[-4, 6]",200,"[-4, 5]",200
0.9999996265706476,0.01298165103093559,0.08939393939393939,0.08939393939393939,0.046576677704021956,200,"[-4, 7]",200,"[-4, 6]",200
0.9999994127216775,0.026385043805201187,0.10909090909090909,0.08939393939393939,0.06544328163843094,200,"[-4, 8]",200,"[-4, 7]",200
0.999999102212168,0.04308819265275202,0.12878787878787878,0.08939393939393939,0.0880544023842497,200,"[-4, 9]",200,"[-4, 8]",200
0.9999986788356156,0.06200179744498943,0.1484848484848485,0.08939393939393939,0.11441003994147048,200,"[-4, 10]",200,"[-4, 9]",200
0.9999981283574289,0.08224287728921009,0.16818181818181815,0.08939393939393939,0.14451019431003867,200,"[-4, 11]",200,"[-4, 10]",200
0.9999974383610185,0.10321744308710104,0.18787878787878787,0.08939393939393939,0.17835486548852003,200,"[-4, 12]",200,"[-4, 11]",200
0.999996597966468,0.124456759631607,0.20757575757575758,0.08939393939393939,0.2159440534574853,200,"[-4, 13]",200,"[-4, 12]",200
0.9999955975850092,0.14578080492969617,0.22727272727272724,0.08939393939393939,0.2572777580558779,200,"[-4, 14]",200,"[-4, 13]",200
0.9999944288807551,0.16714531906739755,0.24696969696969695,0.08939393939393939,0.3023559783465452,200,"[-4, 15]",200,"[-4, 14]",200
