Wnorm,WLN,gamma,r,nmean,Ndim,xbound,xcount,ybound,ycount,time1,time2,nmeanbins
0.9999655798798996,1.2856721025256472,0.0966101694915254,1.1796610169491526,5.566637561554193,150,"[-14, 15]",200,"[-17, 18]",200,1.1924448013305664,4.917919158935547,"(5.529, 5.633]"
0.999976075468332,1.2926656662926606,0.09152542372881356,1.2042372881355932,5.664689717812309,150,"[-14, 15]",200,"[-17, 18]",200,1.2329344749450684,5.047007083892822,"(5.633, 5.736]"
0.9999693771472458,1.3114513553149814,0.08135593220338982,1.2533898305084743,5.823825535091852,150,"[-14, 15]",200,"[-17, 18]",200,2.4011292457580566,5.045112609863281,"(5.736, 5.839]"
0.9999715378165398,1.3186215854960606,0.0711864406779661,1.302542372881356,5.926481824880997,150,"[-14, 15]",200,"[-17, 18]",200,2.361051082611084,4.929957389831543,"(5.839, 5.943]"
0.999957022994246,1.333111257385664,0.0966101694915254,1.2042372881355932,6.015305644009586,150,"[-14, 15]",200,"[-17, 18]",200,1.178180456161499,5.039174556732178,"(5.943, 6.046]"
Wnorm,WLN,gamma,r,nmean,Ndim,xbound,xcount,ybound,ycount,time1,time2,nmeanbins
0.9999987678390112,0.017201639300661344,0.11694915254237287,0.024576271186440683,0.05153266234480501,150,"[-4, 5]",200,"[-4, 6]",200,1.1880474090576172,4.935307264328003,"(-0.05, 0.0516]"
0.9999985068125924,0.08864035989917944,0.1576271186440678,0.12288135593220338,0.15226492614680232,150,"[-4, 5]",200,"[-4, 8]",200,1.218158721923828,6.125612020492554,"(0.0516, 0.153]"
0.9999984514375384,0.15319952685191546,0.1576271186440678,0.2211864406779661,0.2528573326503736,150,"[-5, 6]",200,"[-4, 9]",200,1.1732585430145264,4.9244139194488525,"(0.153, 0.255]"
0.9999991215883612,0.2110053904457621,0.16779661016949152,0.2703389830508475,0.3550802712332309,150,"[-5, 6]",200,"[-4, 11]",200,2.3609044551849365,4.934202432632446,"(0.255, 0.356]"
0.9999967789447864,0.2616634362780032,0.18305084745762712,0.2949152542372881,0.4574322470742471,150,"[-5, 6]",200,"[-4, 11]",200,1.3373022079467771,5.379156589508057,"(0.356, 0.458]"
0.9999978487056872,0.3080819101714241,0.16779661016949152,0.3686440677966101,0.5573501824613399,150,"[-5, 6]",200,"[-4, 12]",200,1.1864140033721924,6.040548086166383,"(0.458, 0.56]"
0.9999961406645804,0.3514135998929433,0.16271186440677965,0.4177966101694915,0.6601719315075123,150,"[-8, 9]",200,"[-4, 12]",200,3.518939018249512,4.9492831230163565,"(0.56, 0.661]"
0.9999958465047456,0.3876507911614369,0.17796610169491525,0.4177966101694915,0.7534460236442804,150,"[-10, 11]",200,"[-9, 13]",200,7.131652355194093,4.944316864013672,"(0.661, 0.763]"
0.999997219802722,0.4283879592338371,0.1576271186440678,0.4915254237288135,0.8606419110074205,150,"[-10, 11]",200,"[-10, 14]",200,1.1866822242736816,4.951138734817505,"(0.763, 0.864]"
0.9999969832500036,0.4638058975077934,0.13728813559322034,0.5652542372881356,0.965224978393891,150,"[-10, 11]",200,"[-10, 14]",200,2.34810471534729,5.1440303325653085,"(0.864, 0.966]"
0.9999948315392848,0.4964451702028472,0.13728813559322034,0.5898305084745763,1.0633789207793094,150,"[-10, 11]",200,"[-10, 14]",200,2.373820304870605,5.054940462112427,"(0.966, 1.068]"
0.9999976163477716,0.5293967117752374,0.14745762711864407,0.5898305084745763,1.1667580341629091,150,"[-11, 12]",200,"[-10, 16]",200,2.379894256591797,4.942638158798218,"(1.068, 1.169]"
0.9999938616058868,0.5553776902050953,0.16779661016949152,0.5652542372881356,1.2663495274368397,150,"[-11, 12]",200,"[-10, 16]",200,1.1855807304382324,4.929829359054565,"(1.169, 1.271]"
0.9999921864969564,0.5819184988649131,0.16455696202531644,0.5897435897435898,1.3566259456687764,150,"[-11, 12]",200,"[-10, 16]",200,2.313249111175537,4.91566801071167,"(1.271, 1.372]"
0.9999951307279772,0.6134031139555876,0.12203389830508475,0.7127118644067797,1.4694256876851142,150,"[-11, 12]",200,"[-10, 16]",200,1.2289249897003174,5.001305103302002,"(1.372, 1.474]"
0.9999914459608228,0.6390456954325276,0.12658227848101267,0.7179487179487181,1.5654335034385536,150,"[-11, 12]",200,"[-10, 16]",200,2.309929370880127,4.898380517959595,"(1.474, 1.576]"
0.9999904431963884,0.6643964773056656,0.11694915254237287,0.7618644067796608,1.673566413917241,150,"[-11, 12]",200,"[-10, 16]",200,1.1888434886932373,4.9971232414245605,"(1.576, 1.677]"
0.9999831074767852,0.6917862203683098,0.13220338983050847,0.7372881355932203,1.7746550788130608,150,"[-11, 12]",200,"[-10, 16]",200,1.185077667236328,5.001276731491089,"(1.677, 1.779]"
0.9999737142863516,0.7130447466393535,0.14745762711864407,0.7127118644067797,1.868151138356176,150,"[-11, 12]",200,"[-10, 17]",200,1.191357135772705,4.962168216705322,"(1.779, 1.88]"
0.9999823035107092,0.731868404146065,0.10677966101694916,0.8355932203389831,1.964215994217751,150,"[-11, 12]",200,"[-10, 16]",200,1.170804500579834,4.922745227813722,"(1.88, 1.982]"
0.999967143965728,0.7589871706217882,0.12658227848101267,0.7948717948717948,2.0743666475155167,150,"[-11, 12]",200,"[-10, 17]",200,2.30047869682312,4.9168646335601816,"(1.982, 2.084]"
0.9999653178044194,0.7809361508627713,0.11694915254237287,0.8355932203389831,2.1801794188219947,150,"[-12, 13]",200,"[-10, 17]",200,1.1973483562469482,4.932357549667358,"(2.084, 2.185]"
0.9999488158357062,0.8010376012058371,0.12658227848101267,0.8205128205128205,2.2753992786054877,150,"[-11, 12]",200,"[-10, 17]",200,2.3076612949371342,4.872235298156738,"(2.185, 2.287]"
0.9999470763368437,0.8213958313779091,0.11694915254237287,0.8601694915254237,2.3784770208312263,150,"[-12, 13]",200,"[-10, 17]",200,1.1887450218200684,4.912620067596436,"(2.287, 2.388]"
0.9999448556267004,0.8395910399329449,0.11186440677966103,0.8847457627118644,2.460038980503384,150,"[-12, 13]",200,"[-10, 17]",200,1.1748688220977783,4.913824081420898,"(2.388, 2.49]"
0.9998954366904848,0.856359247320187,0.13924050632911392,0.8205128205128205,2.573629471013917,150,"[-12, 13]",200,"[-10, 17]",200,2.3113996982574463,4.890315532684326,"(2.49, 2.592]"
0.9999178676838903,0.8814128011690068,0.11186440677966103,0.909322033898305,2.6799766369049745,150,"[-12, 13]",200,"[-10, 17]",200,1.185148000717163,4.91866946220398,"(2.592, 2.693]"
0.9999107657626808,0.8945398706236265,0.10677966101694916,0.9338983050847456,2.7637851072132555,150,"[-12, 13]",200,"[-10, 17]",200,1.1850481033325195,4.920898914337158,"(2.693, 2.795]"
0.999880520786916,0.9159245790193946,0.1139240506329114,0.923076923076923,2.872755142895332,150,"[-12, 13]",200,"[-10, 17]",200,1.180734395980835,4.864015340805054,"(2.795, 2.896]"
0.9998506393045908,0.9334202457441226,0.12203389830508475,0.909322033898305,2.978898352041785,150,"[-12, 13]",200,"[-10, 18]",200,2.4392921924591064,4.930451154708862,"(2.896, 2.998]"
0.9998731110458454,0.9518174865031578,0.10169491525423728,0.983050847457627,3.0915474806204237,150,"[-12, 13]",200,"[-10, 17]",200,1.1851294040679932,4.9406609535217285,"(2.998, 3.1]"
0.9998290314581404,0.9677751743192764,0.11186440677966103,0.9584745762711864,3.1760204255950297,150,"[-12, 13]",200,"[-10, 18]",200,2.361117362976074,4.9234654903411865,"(3.1, 3.201]"
0.9999764325071584,0.9821838333112888,0.13220338983050847,0.909322033898305,3.3002414389481225,150,"[-12, 13]",200,"[-16, 18]",200,8.282689809799193,4.932762384414673,"(3.201, 3.303]"
0.9999844651376296,0.9957191938448452,0.10169491525423728,1.0076271186440675,3.3586940089017188,150,"[-13, 14]",200,"[-16, 17]",200,8.26680064201355,4.9313604831695566,"(3.303, 3.404]"
0.9999807920732721,1.012036556940624,0.11186440677966103,0.983050847457627,3.454840234478345,150,"[-12, 13]",200,"[-16, 18]",200,1.1794614791870115,4.9403235912323,"(3.404, 3.506]"
0.9999890555563044,1.0264895838674557,0.13220338983050847,0.9338983050847456,3.5970996587655417,150,"[-12, 13]",200,"[-17, 18]",200,8.299434900283812,4.892112731933594,"(3.506, 3.608]"
0.9999824288589274,1.0400661977962329,0.10169491525423728,1.0322033898305083,3.6472198896818386,150,"[-13, 14]",200,"[-16, 18]",200,7.0460455417633066,4.930988311767578,"(3.608, 3.709]"
0.9999768805114109,1.0556742436721809,0.11186440677966103,1.0076271186440675,3.7560286755999797,150,"[-13, 14]",200,"[-16, 18]",200,1.1854629516601562,4.947159767150879,"(3.709, 3.811]"
0.9999818736597584,1.0735315404935408,0.12658227848101267,0.9743589743589745,3.9115061940000184,150,"[-12, 13]",200,"[-17, 18]",200,2.3087310791015625,4.86732029914856,"(3.811, 3.912]"
0.9999764742759524,1.085172243112679,0.10169491525423728,1.056779661016949,3.9584993009149176,150,"[-13, 14]",200,"[-16, 18]",200,2.3581833839416504,4.942747354507446,"(3.912, 4.014]"
0.9999851334119408,1.1030603122812213,0.11186440677966103,1.0322033898305083,4.0809531744035965,150,"[-13, 14]",200,"[-17, 18]",200,1.1831750869750977,4.935108661651611,"(4.014, 4.115]"
0.9999791433634628,1.1179258419766784,0.08644067796610169,1.1305084745762712,4.212508216261199,150,"[-13, 14]",200,"[-16, 18]",200,2.3909986019134517,4.920795202255249,"(4.115, 4.217]"
0.9999872438784936,1.1308431002530028,0.10169491525423728,1.08135593220339,4.293889114888822,150,"[-13, 14]",200,"[-17, 18]",200,2.344048500061035,4.924479961395264,"(4.217, 4.319]"
0.9999801451176494,1.1456019349101845,0.0966101694915254,1.1059322033898304,4.390098529100986,150,"[-13, 14]",200,"[-17, 18]",200,2.360227346420288,4.925747871398926,"(4.319, 4.42]"
0.9999874647448548,1.1536339331194707,0.09152542372881356,1.1305084745762712,4.478210729443976,150,"[-13, 14]",200,"[-17, 18]",200,2.431249618530273,4.939026832580566,"(4.42, 4.522]"
0.9999725335099596,1.1637466566873402,0.08644067796610169,1.1550847457627118,4.557506649912484,150,"[-13, 14]",200,"[-16, 18]",200,2.368536949157715,4.909899711608887,"(4.522, 4.623]"
0.9999835971689762,1.1769253057257612,0.10169491525423728,1.1059322033898304,4.654704525459321,150,"[-13, 14]",200,"[-17, 18]",200,1.1787757873535156,4.9304771423339835,"(4.623, 4.725]"
0.999975320417899,1.1959055694438687,0.11186440677966103,1.08135593220339,4.807270558262561,150,"[-13, 14]",200,"[-17, 18]",200,1.1749472618103027,4.945649862289429,"(4.725, 4.827]"
0.9999677811455796,1.2095081365854254,0.08644067796610169,1.1796610169491526,4.928080209398791,150,"[-14, 15]",200,"[-16, 18]",200,2.386561870574951,4.910504102706909,"(4.827, 4.928]"
0.9999707849169918,1.2166602792828836,0.08135593220338982,1.2042372881355932,4.998873940843144,150,"[-14, 15]",200,"[-16, 18]",200,2.3512001037597656,4.924840211868286,"(4.928, 5.03]"
0.9999831021536842,1.2242125488356888,0.10169491525423728,1.1305084745762712,5.042192836084793,150,"[-14, 15]",200,"[-17, 18]",200,1.170525312423706,4.953855276107788,"(5.03, 5.131]"
0.9999753327925214,1.243874233706477,0.11186440677966103,1.1059322033898304,5.211108544328755,150,"[-14, 15]",200,"[-17, 18]",200,2.433816432952881,4.962976455688477,"(5.131, 5.233]"
0.9999820312232762,1.2550549549364036,0.08644067796610169,1.2042372881355932,5.325471733956294,150,"[-14, 15]",200,"[-17, 18]",200,2.3719210624694824,4.987070322036743,"(5.233, 5.335]"
0.9999627123177051,1.2634202957374834,0.08135593220338982,1.2288135593220335,5.39739333961977,150,"[-14, 15]",200,"[-16, 18]",200,2.3812897205352783,4.903165817260742,"(5.335, 5.436]"
0.9999757353370238,1.2723597583517807,0.0711864406779661,1.277966101694915,5.501960753450882,150,"[-14, 15]",200,"[-17, 17]",200,2.370806932449341,4.912031173706055,"(5.436, 5.538]"
0.9999655798798996,1.2856721025256472,0.0966101694915254,1.1796610169491526,5.566637561554193,150,"[-14, 15]",200,"[-17, 18]",200,1.1924448013305664,4.917919158935547,"(5.538, 5.639]"
0.999976075468332,1.2926656662926606,0.09152542372881356,1.2042372881355932,5.664689717812309,150,"[-14, 15]",200,"[-17, 18]",200,1.2329344749450684,5.047007083892822,"(5.639, 5.741]"
0.9999693771472458,1.3114513553149814,0.08135593220338982,1.2533898305084743,5.823825535091852,150,"[-14, 15]",200,"[-17, 18]",200,2.4011292457580566,5.045112609863281,"(5.741, 5.843]"
0.9999715378165398,1.3186215854960606,0.0711864406779661,1.302542372881356,5.926481824880997,150,"[-14, 15]",200,"[-17, 18]",200,2.361051082611084,4.929957389831543,"(5.843, 5.944]"
0.999957022994246,1.333111257385664,0.0966101694915254,1.2042372881355932,6.015305644009586,150,"[-14, 15]",200,"[-17, 18]",200,1.178180456161499,5.039174556732178,"(5.944, 6.046]"
Wnorm,WLN,gamma,r,nmean,Ndim,xbound,xcount,ybound,ycount,time1,time2,nmeanbins
0.9999987678390112,0.017201639300661344,0.11694915254237287,0.024576271186440683,0.05153266234480501,150,"[-4, 5]",200,"[-4, 6]",200,1.1880474090576172,4.935307264328003,"(-0.05, 0.0516]"
0.9999985068125924,0.08864035989917944,0.1576271186440678,0.12288135593220338,0.15226492614680232,150,"[-4, 5]",200,"[-4, 8]",200,1.218158721923828,6.125612020492554,"(0.0516, 0.153]"
0.9999984514375384,0.15319952685191546,0.1576271186440678,0.2211864406779661,0.2528573326503736,150,"[-5, 6]",200,"[-4, 9]",200,1.1732585430145264,4.9244139194488525,"(0.153, 0.255]"
0.9999991215883612,0.2110053904457621,0.16779661016949152,0.2703389830508475,0.3550802712332309,150,"[-5, 6]",200,"[-4, 11]",200,2.3609044551849365,4.934202432632446,"(0.255, 0.356]"
0.9999967789447864,0.2616634362780032,0.18305084745762712,0.2949152542372881,0.4574322470742471,150,"[-5, 6]",200,"[-4, 11]",200,1.3373022079467771,5.379156589508057,"(0.356, 0.458]"
0.9999978487056872,0.3080819101714241,0.16779661016949152,0.3686440677966101,0.5573501824613399,150,"[-5, 6]",200,"[-4, 12]",200,1.1864140033721924,6.040548086166383,"(0.458, 0.56]"
0.9999961406645804,0.3514135998929433,0.16271186440677965,0.4177966101694915,0.6601719315075123,150,"[-8, 9]",200,"[-4, 12]",200,3.518939018249512,4.9492831230163565,"(0.56, 0.661]"
0.9999958465047456,0.3876507911614369,0.17796610169491525,0.4177966101694915,0.7534460236442804,150,"[-10, 11]",200,"[-9, 13]",200,7.131652355194093,4.944316864013672,"(0.661, 0.763]"
0.999997219802722,0.4283879592338371,0.1576271186440678,0.4915254237288135,0.8606419110074205,150,"[-10, 11]",200,"[-10, 14]",200,1.1866822242736816,4.951138734817505,"(0.763, 0.864]"
0.9999969832500036,0.4638058975077934,0.13728813559322034,0.5652542372881356,0.965224978393891,150,"[-10, 11]",200,"[-10, 14]",200,2.34810471534729,5.1440303325653085,"(0.864, 0.966]"
0.9999948315392848,0.4964451702028472,0.13728813559322034,0.5898305084745763,1.0633789207793094,150,"[-10, 11]",200,"[-10, 14]",200,2.373820304870605,5.054940462112427,"(0.966, 1.068]"
0.9999976163477716,0.5293967117752374,0.14745762711864407,0.5898305084745763,1.1667580341629091,150,"[-11, 12]",200,"[-10, 16]",200,2.379894256591797,4.942638158798218,"(1.068, 1.169]"
0.9999938616058868,0.5553776902050953,0.16779661016949152,0.5652542372881356,1.2663495274368397,150,"[-11, 12]",200,"[-10, 16]",200,1.1855807304382324,4.929829359054565,"(1.169, 1.271]"
0.9999921864969564,0.5819184988649131,0.16455696202531644,0.5897435897435898,1.3566259456687764,150,"[-11, 12]",200,"[-10, 16]",200,2.313249111175537,4.91566801071167,"(1.271, 1.372]"
0.9999951307279772,0.6134031139555876,0.12203389830508475,0.7127118644067797,1.4694256876851142,150,"[-11, 12]",200,"[-10, 16]",200,1.2289249897003174,5.001305103302002,"(1.372, 1.474]"
0.9999914459608228,0.6390456954325276,0.12658227848101267,0.7179487179487181,1.5654335034385536,150,"[-11, 12]",200,"[-10, 16]",200,2.309929370880127,4.898380517959595,"(1.474, 1.576]"
0.9999904431963884,0.6643964773056656,0.11694915254237287,0.7618644067796608,1.673566413917241,150,"[-11, 12]",200,"[-10, 16]",200,1.1888434886932373,4.9971232414245605,"(1.576, 1.677]"
0.9999831074767852,0.6917862203683098,0.13220338983050847,0.7372881355932203,1.7746550788130608,150,"[-11, 12]",200,"[-10, 16]",200,1.185077667236328,5.001276731491089,"(1.677, 1.779]"
0.9999737142863516,0.7130447466393535,0.14745762711864407,0.7127118644067797,1.868151138356176,150,"[-11, 12]",200,"[-10, 17]",200,1.191357135772705,4.962168216705322,"(1.779, 1.88]"
0.9999823035107092,0.731868404146065,0.10677966101694916,0.8355932203389831,1.964215994217751,150,"[-11, 12]",200,"[-10, 16]",200,1.170804500579834,4.922745227813722,"(1.88, 1.982]"
0.999967143965728,0.7589871706217882,0.12658227848101267,0.7948717948717948,2.0743666475155167,150,"[-11, 12]",200,"[-10, 17]",200,2.30047869682312,4.9168646335601816,"(1.982, 2.084]"
