Wnorm,WLN,gamma,r,nmean,Ndim,xbound,xcount,ybound,ycount,time1,time2
0.9999779034196614,-3.187897908458513e-05,0.0,0.0,0.0,150,"[-3, 4]",200,"[-3, 4]",200,2.4884917736053467,5.462625026702881
0.9999702321810617,-4.294652397566087e-05,0.003535353535353535,0.0,0.0002250276737763784,150,"[-3, 4]",200,"[-3, 4]",200,1.1726515293121338,5.088941812515259
0.9999872179029152,-1.8440785905023496e-05,0.00707070707070707,0.0,0.0009007190290710527,150,"[-3, 4]",200,"[-4, 4]",200,2.3099186420440674,5.189221382141113
0.9999848582754294,-2.184505626455718e-05,0.010606060606060605,0.0,0.002028904835103911,150,"[-3, 4]",200,"[-4, 4]",200,1.147686243057251,5.249584197998047
0.9999811458310912,-2.7201072237654422e-05,0.01414141414141414,0.0,0.0036126557120568442,150,"[-3, 4]",200,"[-4, 4]",200,1.150752305984497,5.258600950241089
0.999975641991227,-3.51415927011057e-05,0.017676767676767676,0.0,0.005656311540666373,150,"[-3, 4]",200,"[-4, 4]",200,1.1732401847839355,4.96646523475647
0.9999983860900937,-2.3211798536894602e-06,0.02121212121212121,0.0,0.008165523456096984,150,"[-4, 5]",200,"[-4, 4]",200,2.305453300476074,4.919309616088867
0.9999970632794778,-3.908443996924915e-06,0.024747474747474747,0.0,0.011147309284208628,150,"[-4, 5]",200,"[-4, 4]",200,1.145491600036621,4.942358016967773
0.9999948980603287,-2.911993539362671e-06,0.02828282828282828,0.0,0.014610123580059331,150,"[-4, 5]",200,"[-4, 4]",200,1.1406280994415283,4.930235147476196
0.9999914896756938,1.6890054985632884e-05,0.031818181818181815,0.0,0.01856394377772364,150,"[-4, 5]",200,"[-4, 4]",200,1.149007797241211,4.904411315917969
0.9999863053052603,0.00010050533508541288,0.03535353535353535,0.0,0.023020374374147744,150,"[-4, 5]",200,"[-4, 4]",200,1.2033886909484863,4.931728839874268
0.9999967311286029,0.00035901350151976684,0.03888888888888889,0.0,0.027992771569514335,150,"[-4, 5]",200,"[-5, 4]",200,2.2731759548187256,4.9629292488098145
0.999994378973393,0.0008740692370580341,0.04242424242424242,0.0,0.03349639140108816,150,"[-4, 5]",200,"[-5, 4]",200,1.1281156539916992,4.914848804473877
0.9999906401440138,0.0018082919288586149,0.04595959595959596,0.0,0.039548565175255214,150,"[-4, 5]",200,"[-5, 4]",200,1.1368327140808105,4.941980838775635
0.9999848833812454,0.003318000042382201,0.049494949494949494,0.0,0.046168906976304054,150,"[-4, 5]",200,"[-5, 4]",200,1.135122299194336,4.923147916793823
0.9999762773586464,0.005549117315885606,0.053030303030303025,0.0,0.05337955928428666,150,"[-4, 5]",200,"[-5, 4]",200,1.1450867652893066,4.8935277462005615
0.9999637583206181,0.008643821189451478,0.05656565656565656,0.0,0.06120548437323138,150,"[-4, 5]",200,"[-5, 4]",200,1.1404030323028564,4.921598672866821
0.999959659131437,0.012741415887976993,0.0601010101010101,0.0,0.06967481133516505,150,"[-4, 5]",200,"[-6, 4]",200,2.2787373065948486,4.92073392868042
0.9999414413964878,0.01788802632571856,0.06363636363636363,0.0,0.07881925148973197,150,"[-4, 5]",200,"[-6, 4]",200,1.137481927871704,4.927376747131348
0.9999166489884828,0.024181268771749476,0.06717171717171717,0.0,0.08867459882775683,150,"[-4, 5]",200,"[-6, 4]",200,1.1493902206420898,4.919084787368774
